,date,open,close
0,2016-04-18,10315.65039,10424.92969
0,2016-04-19,10463.63965,10517.29981
0,2016-04-20,10517.05957,10527.79004
0,2016-04-21,10524.48047,10454.82031
0,2016-04-22,10464.2002,10511.0
0,2016-04-25,10487.83008,10465.65039
0,2016-04-26,10492.57031,10522.58008
0,2016-04-27,10528.48047,10571.83008
0,2016-04-28,10521.16992,10480.4502
0,2016-04-29,10480.21973,10436.91992
0,2016-05-02,10450.12988,10496.33008
0,2016-05-03,10432.24023,10365.83008
0,2016-05-04,10302.67969,10286.24023
0,2016-05-05,10303.04004,10281.32031
0,2016-05-06,10280.99023,10308.83008
0,2016-05-09,10300.66016,10291.58984
0,2016-05-10,10323.26953,10424.11035
0,2016-05-11,10391.92969,10332.24023
0,2016-05-12,10375.87988,10334.37988
0,2016-05-13,10305.84961,10228.05957
0,2016-05-16,10243.2002,10332.46973
0,2016-05-17,10312.69043,10257.61035
0,2016-05-18,10229.96973,10239.65039
0,2016-05-19,10189.76953,10192.48047
0,2016-05-20,10224.75,10250.49023
0,2016-05-23,10237.99023,10226.55957
0,2016-05-24,10275.79004,10353.55957
0,2016-05-25,10399.12012,10446.58008
0,2016-05-26,10462.28027,10439.61035
0,2016-05-27,10437.96973,10469.51953
0,2016-05-31,10479.87988,10441.0
0,2016-06-01,10385.92969,10454.92969
0,2016-06-02,10424.67969,10487.58008
0,2016-06-03,10477.78027,10487.94043
0,2016-06-06,10508.5,10554.82031
0,2016-06-07,10554.58984,10599.21973
0,2016-06-08,10620.19043,10638.36035
0,2016-06-09,10581.21973,10589.82031
0,2016-06-10,10501.57031,10446.09961
0,2016-06-13,10400.15039,10349.16992
0,2016-06-14,10310.07031,10294.58984
0,2016-06-15,10294.67969,10297.16016
0,2016-06-16,10237.92969,10322.83984
0,2016-06-17,10343.61035,10347.94043
0,2016-06-20,10456.91992,10450.03027
0,2016-06-21,10481.16016,10490.78027
0,2016-06-22,10507.94043,10473.05957
0,2016-06-23,10573.46973,10641.16992
0,2016-06-24,10335.91992,10183.50977
0,2016-06-27,10084.48047,9973.540039
0,2016-06-28,10073.15039,10161.16016
0,2016-06-29,10254.86035,10350.53027
0,2016-06-30,10374.57031,10489.75977
0,2016-07-01,10495.08008,10515.75977
0,2016-07-05,10452.48047,10409.54004
0,2016-07-06,10356.21973,10441.58008
0,2016-07-07,10461.13965,10413.96973
0,2016-07-08,10414.80957,10571.78027
0,2016-07-11,10606.03027,10627.2002
0,2016-07-12,10685.57031,10726.79004
0,2016-07-13,10743.2002,10734.2002
0,2016-07-14,10806.20996,10786.62988
0,2016-07-15,10808.88965,10773.12012
0,2016-07-18,10773.11035,10793.16992
0,2016-07-19,10754.54004,10758.54004
0,2016-07-20,10758.59961,10793.09961
0,2016-07-21,10784.67969,10758.62012
0,2016-07-22,10764.26953,10805.04004
0,2016-07-25,10787.57031,10752.42969
0,2016-07-26,10754.94043,10772.99023
0,2016-07-27,10782.32031,10739.76953
0,2016-07-28,10727.87012,10744.16016
0,2016-07-29,10734.07031,10785.50977
0,2016-08-01,10768.75,10730.2002
0,2016-08-02,10729.11035,10661.12988
0,2016-08-03,10660.91016,10695.13965
0,2016-08-04,10697.23047,10707.12988
0,2016-08-05,10731.82031,10782.87012
0,2016-08-08,10789.84961,10788.00977
0,2016-08-09,10797.37012,10804.50977
0,2016-08-10,10812.32031,10774.98047
0,2016-08-11,10775.05957,10836.15039
0,2016-08-12,10827.87012,10822.41016
0,2016-08-15,10838.33984,10858.5
0,2016-08-16,10843.41016,10809.74023
0,2016-08-17,10803.67969,10824.63965
0,2016-08-18,10823.79004,10863.00977
0,2016-08-19,10822.50977,10829.15039
0,2016-08-22,10798.09961,10815.91992
0,2016-08-23,10857.94043,10847.49023
0,2016-08-24,10845.16992,10791.17969
0,2016-08-25,10780.73047,10784.37012
0,2016-08-26,10808.40039,10749.33008
0,2016-08-29,10753.4502,10811.34961
0,2016-08-30,10817.33984,10797.54004
0,2016-08-31,10780.20996,10764.75
0,2016-09-01,10762.4502,10771.92969
0,2016-09-02,10830.54981,10856.91992
0,2016-09-06,10879.63965,10890.79004
0,2016-09-07,10886.50977,10890.17969
0,2016-09-08,10879.96973,10882.33008
0,2016-09-09,10799.12988,10613.53027
0,2016-09-12,10563.73047,10741.24023
0,2016-09-13,10644.46973,10535.36035
0,2016-09-14,10533.7002,10511.40039
0,2016-09-15,10501.32031,10602.94043
0,2016-09-16,10554.09961,10532.26953
0,2016-09-19,10533.41992,10564.29981
0,2016-09-20,10608.55957,10560.25
0,2016-09-21,10605.09961,10708.37012
0,2016-09-22,10769.37988,10793.66016
0,2016-09-23,10793.66016,10717.99023
0,2016-09-26,10675.25,10624.87988
0,2016-09-27,10600.15039,10665.33984
0,2016-09-28,10665.58008,10753.4502
0,2016-09-29,10742.08008,10643.51953
0,2016-09-30,10679.07031,10721.74023
0,2016-10-03,10721.84961,10690.76953
0,2016-10-04,10705.86035,10629.15039
0,2016-10-05,10666.41016,10683.94043
0,2016-10-06,10664.54004,10675.74023
0,2016-10-07,10680.46973,10626.91992
0,2016-10-10,10671.21973,10682.66992
0,2016-10-11,10656.21973,10548.0
0,2016-10-12,10546.00977,10560.26953
0,2016-10-13,10487.61035,10522.94043
0,2016-10-14,10579.76953,10521.29981
0,2016-10-17,10516.29981,10492.86035
0,2016-10-18,10578.88965,10567.80957
0,2016-10-19,10580.4502,10600.91992
0,2016-10-20,10587.83008,10597.36035
0,2016-10-21,10545.12012,10571.87988
0,2016-10-24,10610.58008,10591.29981
0,2016-10-25,10575.19043,10550.19043
0,2016-10-26,10505.99023,10528.19043
0,2016-10-27,10561.54004,10503.05957
0,2016-10-28,10495.30957,10476.62012
0,2016-10-31,10476.91992,10481.88965
0,2016-11-01,10508.00977,10414.04981
0,2016-11-02,10389.9502,10334.5
0,2016-11-03,10350.61035,10307.63965
0,2016-11-04,10308.30957,10289.34961
0,2016-11-07,10416.33984,10500.16016
0,2016-11-08,10462.83984,10530.55957
0,2016-11-09,10477.79004,10643.41016
0,2016-11-10,10678.96973,10683.41016
0,2016-11-11,10644.55957,10652.24023
0,2016-11-14,10660.4502,10679.76953
0,2016-11-15,10680.41992,10745.50977
0,2016-11-16,10705.46973,10699.42969
0,2016-11-17,10717.87988,10740.08008
0,2016-11-18,10725.33984,10709.50977
0,2016-11-21,10753.25,10791.83984
0,2016-11-22,10793.33984,10820.17969
0,2016-11-23,10772.61035,10835.90039
0,2016-11-25,10854.69043,10878.08984
0,2016-11-28,10857.46973,10808.62988
0,2016-11-29,10798.91992,10817.7002
0,2016-11-30,10872.37988,10838.45996
0,2016-12-01,10860.41992,10828.99023
0,2016-12-02,10828.99023,10838.58008
0,2016-12-05,10890.15039,10910.90039
0,2016-12-06,10923.58008,10970.78027
0,2016-12-07,10977.41016,11114.61035
0,2016-12-08,11114.32031,11149.95996
0,2016-12-09,11153.09961,11191.79004
0,2016-12-12,11200.19043,11177.28027
0,2016-12-13,11216.83008,11237.16992
0,2016-12-14,11214.03027,11098.66992
0,2016-12-15,11087.12988,11131.88965
0,2016-12-16,11152.20996,11125.21973
0,2016-12-19,11127.0,11128.54004
0,2016-12-20,11145.29004,11172.19043
0,2016-12-21,11170.41016,11142.57031
0,2016-12-22,11127.78027,11114.13965
0,2016-12-23,11111.5,11128.79981
0,2016-12-27,11601.29004,11146.40039
0,2016-12-28,11148.32031,11058.87988
0,2016-12-29,11071.11035,11074.33008
0,2016-12-30,11094.80957,11056.90039
0,2017-01-03,11138.84961,11154.34961
0,2017-01-04,11186.78027,11246.54004
0,2017-01-05,11243.12012,11247.69043
0,2017-01-06,11235.44043,11237.62012
0,2017-01-09,11209.70996,11169.79004
0,2017-01-10,11181.74023,11183.33008
0,2017-01-11,11181.92969,11226.78027
0,2017-01-12,11213.90039,11204.15039
0,2017-01-13,11218.04981,11227.16992
0,2017-01-17,11209.71973,11196.29004
0,2017-01-18,11187.33008,11196.09961
0,2017-01-19,11195.83008,11148.84961
0,2017-01-20,11175.51953,11192.79004
0,2017-01-23,11178.42969,11170.62012
0,2017-01-24,11183.55957,11249.28027
0,2017-01-25,11297.42969,11339.04981
0,2017-01-26,11335.71973,11313.12012
0,2017-01-27,11311.33008,11283.19043
0,2017-01-30,11228.36035,11205.24023
0,2017-01-31,11195.51953,11222.95996
0,2017-02-01,11244.82031,11207.24023
0,2017-02-02,11196.12988,11215.38965
0,2017-02-03,11268.01953,11310.74023
0,2017-02-06,11278.41016,11264.11035
0,2017-02-07,11271.75,11243.37988
0,2017-02-08,11222.08008,11251.79981
0,2017-02-09,11274.37988,11327.67969
0,2017-02-10,11347.92969,11377.71973
0,2017-02-13,11378.11035,11433.92969
0,2017-02-14,11419.11035,11468.87012
0,2017-02-15,11469.09961,11514.40039
0,2017-02-16,11519.32031,11504.19043
0,2017-02-17,11468.00977,11510.91016
0,2017-02-21,11517.94043,11578.25
0,2017-02-22,11544.16992,11550.17969
0,2017-02-23,11586.95996,11556.15039
0,2017-02-24,11556.15039,11541.29004
0,2017-02-27,11531.38965,11558.34961
0,2017-02-28,11528.91016,11512.38965
0,2017-03-01,11593.20996,11661.21973
0,2017-03-02,11633.63965,11575.91016
0,2017-03-03,11575.91992,11598.37012
0,2017-03-06,11556.62988,11547.79004
0,2017-03-07,11547.79004,11506.32031
0,2017-03-08,11511.83984,11448.20996
0,2017-03-09,11454.58984,11457.63965
0,2017-03-10,11510.94043,11500.75977
0,2017-03-13,11507.19043,11519.44043
0,2017-03-14,11479.03027,11459.29004
0,2017-03-15,11490.32031,11590.30957
0,2017-03-16,11619.05957,11600.24023
0,2017-03-17,11614.90039,11589.00977
0,2017-03-20,11582.71973,11556.92969
0,2017-03-21,11598.55957,11420.42969
0,2017-03-22,11406.59961,11426.69043
0,2017-03-23,11410.46973,11430.88965
0,2017-03-24,11440.91016,11418.88965
0,2017-03-27,11341.32031,11414.33008
0,2017-03-28,11403.70996,11493.83984
0,2017-03-29,11463.73047,11496.66992
0,2017-03-30,11494.86035,11519.83984
0,2017-03-31,11497.80957,11492.84961
0,2017-04-03,11495.33008,11463.91016
0,2017-04-04,11463.78027,11470.54004
0,2017-04-05,11501.62012,11423.36035
0,2017-04-06,11426.58008,11457.29004
0,2017-04-07,11444.29981,11445.58008
0,2017-04-10,11454.11035,11464.33984
0,2017-04-11,11456.20996,11473.62012
0,2017-04-12,11460.21973,11423.16992
0,2017-04-13,11390.75,11324.53027
0,2017-04-17,11351.66992,11427.08008
0,2017-04-18,11426.83008,11378.58008
0,2017-04-19,11401.99023,11342.41992
0,2017-04-20,11375.66016,11426.91016
0,2017-04-21,11419.49023,11389.12988
0,2017-04-24,11515.00977,11531.79004
0,2017-04-25,11573.66992,11603.28027
0,2017-04-26,11594.66992,11592.91016
0,2017-04-27,11601.33008,11578.51953
0,2017-04-28,11579.30957,11536.08008
0,2017-05-01,11550.41016,11536.49023
0,2017-05-02,11554.09961,11551.29981
0,2017-05-03,11527.88965,11529.66016
0,2017-05-04,11544.13965,11534.70996
0,2017-05-05,11554.08008,11615.61035
0,2017-05-08,11607.28027,11595.25977
0,2017-05-09,11602.41992,11567.51953
0,2017-05-10,11571.71973,11598.99023
0,2017-05-11,11572.0,11563.59961
0,2017-05-12,11551.36035,11547.04981
0,2017-05-15,11547.44043,11614.23047
0,2017-05-16,11635.0,11606.49023
0,2017-05-17,11522.96973,11423.53027
0,2017-05-18,11392.90039,11434.05957
0,2017-05-19,11475.00977,11542.69043
0,2017-05-22,11574.83008,11585.20996
0,2017-05-23,11602.37988,11604.62012
0,2017-05-24,11605.29004,11621.23047
0,2017-05-25,11641.36035,11639.29981
0,2017-05-26,11625.32031,11631.87012
0,2017-05-30,11607.0,11601.30957
0,2017-05-31,11610.88965,11598.03027
0,2017-06-01,11616.20996,11699.79004
0,2017-06-02,11702.12988,11718.7002
0,2017-06-05,11700.45996,11693.67969
0,2017-06-06,11661.94043,11671.45996
0,2017-06-07,11677.82031,11667.73047
0,2017-06-08,11664.51953,11678.9502
0,2017-06-09,11678.86035,11744.73047
0,2017-06-12,11749.34961,11746.45996
0,2017-06-13,11770.08984,11796.79004
0,2017-06-14,11810.87012,11779.80957
0,2017-06-15,11703.25,11740.51953
0,2017-06-16,11745.29981,11772.01953
0,2017-06-19,11801.83008,11833.33984
0,2017-06-20,11801.2002,11738.9502
0,2017-06-21,11742.48047,11696.28027
0,2017-06-22,11704.12012,11712.51953
0,2017-06-23,11716.58008,11733.2002
0,2017-06-26,11761.4502,11758.86035
0,2017-06-27,11765.79981,11716.91992
0,2017-06-28,11771.13965,11812.79981
0,2017-06-29,11835.5,11739.98047
0,2017-06-30,11777.62988,11761.7002
0,2017-07-03,11801.44043,11835.71973
0,2017-07-05,11826.25,11809.49023
0,2017-07-06,11766.12988,11702.42969
0,2017-07-07,11713.66016,11752.98047
0,2017-07-10,11744.24023,11751.79004
0,2017-07-11,11748.23047,11744.76953
0,2017-07-12,11794.42969,11825.90039
0,2017-07-13,11832.78027,11844.62012
0,2017-07-14,11844.03027,11897.30957
0,2017-07-17,11894.69043,11890.50977
0,2017-07-18,11878.76953,11877.41992
0,2017-07-19,11894.33984,11941.33984
0,2017-07-20,11956.26953,11944.49023
0,2017-07-21,11944.5,11924.59961
0,2017-07-24,11918.53027,11904.70996
0,2017-07-25,11973.05957,11965.71973
0,2017-07-26,11983.75,11964.91016
0,2017-07-27,11977.88965,11963.23047
0,2017-07-28,11950.59961,11954.69043
0,2017-07-31,11976.20996,11967.66992
0,2017-08-01,12006.74023,12000.01953
0,2017-08-02,11979.09961,11979.37012
0,2017-08-03,11968.48047,11956.51953
0,2017-08-04,11982.03027,11984.88965
0,2017-08-07,11983.71973,11987.76953
0,2017-08-08,11987.76953,11949.96973
0,2017-08-09,11906.62988,11929.45996
0,2017-08-10,11889.28027,11771.59961
0,2017-08-11,11754.40039,11763.21973
0,2017-08-14,11820.17969,11856.05957
0,2017-08-15,11861.17969,11843.48047
0,2017-08-16,11868.17969,11868.86035
0,2017-08-17,11839.91016,11712.71973
0,2017-08-18,11702.00977,11699.83008
0,2017-08-21,11700.11035,11719.26953
0,2017-08-22,11743.41016,11805.29004
0,2017-08-23,11770.65039,11785.91992
0,2017-08-24,11806.88965,11773.79981
0,2017-08-25,11804.87988,11812.03027
0,2017-08-28,11831.01953,11800.21973
0,2017-08-29,11733.79981,11791.87988
0,2017-08-30,11783.37988,11805.07031
0,2017-08-31,11833.87988,11875.69043
0,2017-09-01,11897.96973,11918.08008
0,2017-09-05,11894.92969,11827.15039
0,2017-09-06,11859.32031,11872.91992
0,2017-09-07,11896.79981,11879.61035
0,2017-09-08,11873.99023,11887.98047
0,2017-09-11,11943.46973,12010.26953
0,2017-09-12,12029.79004,12057.12012
0,2017-09-13,12049.71973,12055.17969
0,2017-09-14,12042.54004,12062.62012
0,2017-09-15,12065.33008,12080.13965
0,2017-09-18,12094.83008,12111.4502
0,2017-09-19,12126.23047,12131.73047
0,2017-09-20,12137.49023,12147.5
0,2017-09-21,12140.20996,12133.62988
0,2017-09-22,12134.4502,12151.79981
0,2017-09-25,12144.07031,12141.55957
0,2017-09-26,12142.05957,12127.91992
0,2017-09-27,12154.54981,12157.65039
0,2017-09-28,12147.61035,12179.30957
0,2017-09-29,12179.30957,12209.16016
0,2017-10-02,12209.16016,12264.66016
0,2017-10-03,12274.73047,12302.87988
0,2017-10-04,12298.11035,12304.66992
0,2017-10-05,12307.71973,12338.92969
0,2017-10-06,12314.61035,12317.69043
0,2017-10-09,12328.19043,12293.9502
0,2017-10-10,12329.65039,12346.58984
0,2017-10-11,12347.20996,12362.05957
0,2017-10-12,12342.15039,12338.74023
0,2017-10-13,12360.87012,12352.0
0,2017-10-16,12365.99023,12359.51953
0,2017-10-17,12355.21973,12349.96973
0,2017-10-18,12371.29981,12371.01953
0,2017-10-19,12336.15039,12380.32031
0,2017-10-20,12407.98047,12430.51953
0,2017-10-23,12436.75977,12384.41992
0,2017-10-24,12405.96973,12404.99023
0,2017-10-25,12406.2002,12336.58008
0,2017-10-26,12362.83984,12352.42969
0,2017-10-27,12339.65039,12366.42969
0,2017-10-30,12349.36035,12319.46973
0,2017-10-31,12333.82031,12341.00977
0,2017-11-01,12383.87012,12362.87988
0,2017-11-02,12359.29004,12372.95996
0,2017-11-03,12361.01953,12373.05957
0,2017-11-06,12373.07031,12400.92969
0,2017-11-07,12398.79004,12371.25
0,2017-11-08,12361.23047,12384.71973
0,2017-11-09,12326.32031,12339.66016
0,2017-11-10,12324.37988,12322.59961
0,2017-11-13,12281.19043,12316.82031
0,2017-11-14,12316.83008,12280.11035
0,2017-11-15,12222.08984,12220.33984
0,2017-11-16,12258.78027,12303.28027
0,2017-11-17,12281.28027,12302.88965
0,2017-11-20,12306.66016,12320.76953
0,2017-11-21,12352.57031,12385.88965
0,2017-11-22,12406.13965,12390.82031
0,2017-11-24,12423.7002,12421.92969
0,2017-11-27,12421.30957,12390.78027
0,2017-11-28,12412.15039,12520.23047
0,2017-11-29,12529.54981,12561.32031
0,2017-11-30,12596.34961,12627.79981
0,2017-12-01,12636.73047,12614.55957
0,2017-12-04,12685.78027,12634.88965
0,2017-12-05,12635.71973,12567.16016
0,2017-12-06,12550.16992,12532.42969
0,2017-12-07,12517.66992,12568.98047
0,2017-12-08,12605.0,12643.05957
0,2017-12-11,12653.09961,12668.21973
0,2017-12-12,12680.7002,12697.78027
0,2017-12-13,12709.05957,12699.48047
0,2017-12-14,12706.78027,12629.07031
0,2017-12-15,12650.08008,12699.67969
0,2017-12-18,12760.53027,12785.82031
0,2017-12-19,12803.17969,12747.54004
0,2017-12-20,12782.55957,12747.54981
0,2017-12-21,12771.20996,12800.20996
0,2017-12-22,12803.98047,12797.44043
0,2017-12-26,12794.12988,12808.90039
0,2017-12-27,12808.90039,12821.99023
0,2017-12-28,12839.54004,12853.08984
0,2017-12-29,12878.34961,12808.83984
0,2018-01-02,12860.92969,12902.71973
0,2018-01-03,12910.62988,12957.28027
0,2018-01-04,12999.53027,13028.45996
0,2018-01-05,13066.37012,13103.23047
0,2018-01-08,13096.65039,13114.34961
0,2018-01-09,13123.83008,13120.83984
0,2018-01-10,13108.23047,13106.59961
0,2018-01-11,13106.59961,13210.76953
0,2018-01-12,13240.95996,13294.32031
0,2018-01-16,13343.82031,13246.86035
0,2018-01-17,13282.48047,13352.38965
0,2018-01-18,13341.75977,13315.91016
0,2018-01-19,13342.95996,13384.45996
0,2018-01-22,13388.32031,13470.37012
0,2018-01-23,13461.87012,13474.11035
0,2018-01-24,13520.07031,13507.66016
0,2018-01-25,13548.87012,13512.66016
0,2018-01-26,13547.28027,13637.01953
0,2018-01-29,13592.79981,13524.65039
0,2018-01-30,13441.24023,13375.50977
0,2018-01-31,13416.83008,13367.95996
0,2018-02-01,13338.99023,13381.96973
0,2018-02-02,13294.34961,13085.34961
0,2018-02-05,12974.19043,12572.92969
0,2018-02-06,12386.83984,12745.4502
0,2018-02-07,12696.9502,12687.17969
0,2018-02-08,12701.87988,12270.65039
0,2018-02-09,12364.30957,12405.82031
0,2018-02-12,12496.34961,12560.12012
0,2018-02-13,12512.29981,12574.37012
0,2018-02-14,12515.49023,12746.71973
0,2018-02-15,12817.17969,12856.87012
0,2018-02-16,12826.90039,12874.36035
0,2018-02-20,12817.13965,12763.33984
0,2018-02-21,12777.36035,12695.53027
0,2018-02-22,12732.82031,12711.75
0,2018-02-23,12766.12988,12884.11035
0,2018-02-26,12922.16016,12999.62012
0,2018-02-27,12986.94043,12819.21973
0,2018-02-28,12852.11035,12652.54981
0,2018-03-01,12644.42969,12518.73047
0,2018-03-02,12444.65039,12557.99023
0,2018-03-05,12498.4502,12680.73047
0,2018-03-06,12722.30957,12720.76953
0,2018-03-07,12634.04004,12707.00977
0,2018-03-08,12725.16016,12745.00977
0,2018-03-09,12802.13965,12918.82031
0,2018-03-12,12930.42969,12898.40039
0,2018-03-13,12938.5,12831.75
0,2018-03-14,12874.51953,12762.66992
0,2018-03-15,12788.16016,12743.61035
0,2018-03-16,12752.69043,12784.38965
0,2018-03-19,12755.54981,12651.45996
0,2018-03-20,12663.25,12663.63965
0,2018-03-21,12663.66016,12683.75977
0,2018-03-22,12574.16016,12377.38965
0,2018-03-23,12413.61035,12177.7002
0,2018-03-26,12327.05957,12433.15039
0,2018-03-27,12466.38965,12302.54004
0,2018-03-28,12325.29004,12308.90039
0,2018-03-29,12356.19043,12452.05957
0,2018-04-02,12432.88965,12216.70996
0,2018-04-03,12274.25977,12367.07031
0,2018-04-04,12218.91016,12466.4502
0,2018-04-05,12512.41992,12571.94043
0,2018-04-06,12511.59961,12349.11035
0,2018-04-09,12412.94043,12380.54981
0,2018-04-10,12380.55957,12565.96973
0,2018-04-11,12509.38965,12514.58984
0,2018-04-12,12558.98047,12580.21973
0,2018-04-13,12580.21973,12546.04981
0,2018-04-16,12601.40039,12628.20996
0,2018-04-17,12680.38965,12705.75977
0,2018-04-18,12737.12988,12732.84961
0,2018-04-19,12714.61035,12671.48047
0,2018-04-20,12670.91992,12607.16016
0,2018-04-23,12618.07031,12610.76953
0,2018-04-24,12659.92969,12514.0
0,2018-04-25,12491.42969,12517.86035
0,2018-04-26,12539.65039,12582.90039
0,2018-04-27,12567.66992,12594.01953
0,2018-04-30,12615.34961,12515.36035
0,2018-05-01,12490.24023,12493.01953
0,2018-05-02,12486.11035,12418.05957
0,2018-05-03,12395.46973,12392.5
0,2018-05-04,12335.41016,12493.34961
0,2018-05-07,12493.34961,12519.75
0,2018-05-08,12498.16016,12520.24023
0,2018-05-09,12565.23047,12632.49023
0,2018-05-10,12660.23047,12731.63965
0,2018-05-11,12748.91016,12761.82031
0,2018-05-14,12791.88965,12772.03027
0,2018-05-15,12711.87988,12704.62988
0,2018-05-16,12710.62988,12743.79981
0,2018-05-17,12741.54004,12747.83008
0,2018-05-18,12735.11035,12717.41992
0,2018-05-21,12771.57031,12804.00977
0,2018-05-22,12832.16992,12766.65039
0,2018-05-23,12701.58008,12743.40039
0,2018-05-24,12715.29981,12696.69043
0,2018-05-25,12646.58008,12634.94043
0,2018-05-29,12516.54981,12442.69043
0,2018-05-30,12514.33008,12625.87012
0,2018-05-31,12606.24023,12527.13965
0,2018-06-01,12596.67969,12620.83008
0,2018-06-04,12620.83008,12673.91016
0,2018-06-05,12673.91016,12658.7002
0,2018-06-06,12696.53027,12778.23047
0,2018-06-07,12797.92969,12788.5
0,2018-06-08,12778.21973,12832.07031
0,2018-06-11,12845.08008,12856.95996
0,2018-06-12,12861.66016,12844.70996
0,2018-06-13,12856.15039,12785.4502
0,2018-06-14,12812.12988,12771.9502
0,2018-06-15,12727.38965,12734.63965
0,2018-06-18,12660.66992,12708.62988
0,2018-06-19,12708.62988,12638.98047
0,2018-06-20,12676.37012,12648.74023
0,2018-06-21,12620.40039,12560.23047
0,2018-06-22,12653.33984,12639.57031
0,2018-06-25,12584.9502,12481.59961
0,2018-06-26,12501.33984,12510.54981
0,2018-06-27,12528.44043,12412.07031
0,2018-06-28,12412.19043,12475.98047
0,2018-06-29,12537.19043,12504.25
0,2018-07-02,12430.7002,12485.58008
0,2018-07-03,12542.33008,12494.7002
0,2018-07-05,12553.78027,12585.20996
0,2018-07-06,12578.86035,12664.87988
0,2018-07-09,12712.33008,12776.91992
0,2018-07-10,12795.45996,12814.63965
0,2018-07-11,12737.96973,12681.58984
0,2018-07-12,12746.71973,12761.45996
0,2018-07-13,12744.79981,12769.5
0,2018-07-16,12758.51953,12748.78027
0,2018-07-17,12731.48047,12779.21973
0,2018-07-18,12786.25977,12823.23047
0,2018-07-19,12786.37012,12786.48047
0,2018-07-20,12778.21973,12789.91016
0,2018-07-23,12788.5,12794.04981
0,2018-07-24,12836.62988,12847.49023
0,2018-07-25,12836.36035,12933.62988
0,2018-07-26,12929.79004,12953.38965
